luz,jardin,sistema_de_seguridad,conservacion,vidrios_dobles,se_aceptan_mascotas,timestamp,carpinteria_interior,calefaccion,trastero,href,calle_asfaltada,tipo_de_casa,cocina_equipada,agua,emisiones,aire_acondicionado,terraza,armarios_empotrados,actualizacion,superficie,balcon,gastos_de_comunidad,urbanizado,superficie_construida,garaje,consumo,puerta_blindada,adaptado_a_personas_con_movilidad_reducida,identificador,ascensor,superficie_util,nombre,alcantarillado,planta,baños,portero_automatico,exterior,soleado,piscina,calle_alumbrada,precio_m2,precio,lavadero,orientacion,amueblado,interior,habitaciones,gas,tipo_suelo,carpinteria_exterior,superficie_solar,comedor,antiguedad,codigo_postal,ubicacion,agencia,chimenea,telefono
,,,,,,2025-02-21 12:03:43,,,,https://www.pisos.com/alquilar/apartamento-puerto_banus29660-51724265043_109300/,,,,,Error al procesar emisiones,,,,2025-02-21,90.0,,,,90.0,,Error al procesar consumo,,,51724265043_109300,,,Apartamento en Puerto Banús,,,2.0,,,,,,27.0,2500.0,,SIN ESPECIFICAR,,,2.0,,,,,,,296600.0,marbella,MARBELLA UNIQUE PROPERTIES,,
,,,Reformado,,No,2025-02-21 12:03:47,,,,https://www.pisos.com/alquilar/casa-torrecilla_la_canada29603-46737235288_523207/,,,,,"F, E",,Si,Si,2025-02-19,90.0,,,,90.0,,"F, E",,,46737235288_523207,,85.0,Casa en Torrecilla-La Cañada,,,2.0,,,,,,8.0,800.0,,SIN ESPECIFICAR,,,2.0,,,,,,,296030.0,marbella,RICARDO LÚCIO SERVICIOS INMOBILIARIOS,,
,Si,Si,En buen estado,Si,,2025-02-21 12:04:24,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-las_chapas_elviria-50883487479_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,910.0,,,Si,910.0,,Error al procesar consumo,Si,Si,50883487479_519306,,900.0,Chalet unifamiliar en Elviria,,,3.0,,,,Si,Si,3.0,3150.0,,SIN ESPECIFICAR,Si,,4.0,,,,1500.0,Si,,,marbella,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:04:30,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-casco_antiguo_barrio29601-50904504367_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,550.0,,,Si,550.0,Si,Error al procesar consumo,Si,Si,50904504367_519306,,390.0,Chalet unifamiliar en Casco Antiguo,,,6.0,,,,Si,Si,6.0,3780.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1450.0,Si,,296010.0,marbella,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:04:45,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-nueva_andalucia_centro29660-50881697492_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,900.0,,,Si,900.0,Si,Error al procesar consumo,Si,Si,50881697492_519306,,790.0,Chalet unifamiliar en Nueva Andalucía-Centro,,,2.0,,,,Si,Si,4.0,3720.0,,SIN ESPECIFICAR,Si,,4.0,,,,1200.0,Si,,296600.0,marbella,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:04:46,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-costabella_el_rosario_ricmar-50840080274_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,600.0,,,Si,600.0,Si,Error al procesar consumo,Si,,50840080274_519306,,560.0,Chalet unifamiliar en Costabella-El Rosario-Ricmar,,,5.0,,,,Si,Si,5.0,3445.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1375.0,Si,Menos de 5 años,,marbella,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,Si,2025-02-21 12:04:57,,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-casco_antiguo_barrio29601-50870332809_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,750.0,,,Si,750.0,Si,Error al procesar consumo,Si,Si,50870332809_519306,,600.0,Chalet unifamiliar en Casco Antiguo,,,3.0,,,,Si,Si,3.0,2400.0,,SIN ESPECIFICAR,Si,,3.0,,,,1000.0,Si,,296010.0,marbella,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:04:57,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-cabopino_reserva_de_marbella-50857137990_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,800.0,,,Si,800.0,,Error al procesar consumo,Si,,50857137990_519306,,700.0,Chalet unifamiliar en Cabopino-Reserva de Marbella,,,4.0,,,,Si,Si,4.0,3400.0,,SUR,Si,,4.0,,,,900.0,Si,,,marbella,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:04:59,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-la_campana_altos_del_rodeo-50856097746_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,910.0,,,Si,910.0,Si,Error al procesar consumo,Si,,50856097746_519306,,785.0,Chalet unifamiliar en La Campana-Altos del Rodeo,,,2.0,,,,Si,Si,2.0,1920.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1000.0,Si,Entre 5 y 10 años,,marbella,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:05:00,Si,Si,,https://www.pisos.com/alquilar/chalet_adosado-cabopino_reserva_de_marbella-50844682178_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,300.0,,,Si,300.0,,Error al procesar consumo,Si,Si,50844682178_519306,,260.0,Chalet adosado en Cabopino-Reserva de Marbella,,,3.0,,,,Si,Si,5.0,1680.0,,SIN ESPECIFICAR,Si,,3.0,,,,,Si,,,marbella,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:05:06,Si,Si,,https://www.pisos.com/alquilar/apartamento-san_pedro_pueblo29660-50843667116_519306/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,285.0,,,,285.0,Si,Error al procesar consumo,Si,,50843667116_519306,,200.0,Apartamento en San Pedro-Pueblo,,2.0,2.0,,Si,Si,Si,,4.0,1200.0,,SIN ESPECIFICAR,Si,,3.0,,,,,Si,Entre 5 y 10 años,296600.0,marbella,SPAIN REALTY ESTATE,,
,Si,,En buen estado,Si,,2025-02-21 12:05:10,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-puerto_banus29660-50836715297_519306/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,1200.0,,,,1200.0,,Error al procesar consumo,Si,,50836715297_519306,,1000.0,Chalet unifamiliar en Puerto Banús,,,4.0,,,,Si,,3.0,3850.0,,SIN ESPECIFICAR,Si,,4.0,,,,,Si,,296600.0,marbella,SPAIN REALTY ESTATE,,
,Si,,En buen estado,,,2025-02-21 12:05:33,,,,https://www.pisos.com/alquilar/piso-benahavis_la_quinta-45885263761_103800/,,,,,Error al procesar emisiones,Si,Si,,2025-02-11,122.0,,,,122.0,Si,Error al procesar consumo,,,45885263761_103800,Si,,Piso en La Quinta,,,2.0,,Si,,Si,,14.0,1800.0,,SURESTE,,,2.0,,,,,,,,marbella,ROSA  BARRIOS HOGARES SL,,
,Si,Si,En buen estado,Si,,2025-02-21 12:06:16,Si,Si,,https://www.pisos.com/alquilar/apartamento-ensanche_centro_puerto29001-50842585643_519306/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,120.0,Si,,,120.0,Si,Error al procesar consumo,Si,,50842585643_519306,Si,110.0,Apartamento en Ensanche Centro-Puerto,,3.0,2.0,,Si,Si,Si,,13.0,1640.0,,SIN ESPECIFICAR,Si,,3.0,,,,,Si,,290010.0,malaga_capital_zona_urbana,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:06:19,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-churriana_el_pizarrillo_la_noria_guadalsol29140-50916684917_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,1200.0,,,Si,1200.0,Si,Error al procesar consumo,Si,Si,50916684917_519306,,1040.0,Chalet unifamiliar en Churriana-El Pizarrillo-La Noria-Guadalsol,,,3.0,,,,Si,Si,1.0,1915.0,,SIN ESPECIFICAR,Si,,3.0,,,,1420.0,Si,,291400.0,malaga_capital_zona_urbana,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,Si,2025-02-21 12:06:20,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-la_trinidad_marmoles_perchel_norte29007-50924953594_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,1500.0,,,Si,1500.0,Si,Error al procesar consumo,Si,Si,50924953594_519306,,1230.0,Chalet unifamiliar en La Trinidad-Mármoles-Perchel Norte,,,3.0,,,,Si,Si,,1455.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1850.0,Si,,290070.0,malaga_capital_zona_urbana,SPAIN REALTY ESTATE,,
,,,En buen estado,,,2025-02-21 12:07:12,,,,https://www.pisos.com/alquilar/piso-rincon_de_la_victoria_la_cala_del_moral29720-50912303244_100500/,,,Si,,Error al procesar emisiones,,Si,Si,2025-01-28,108.0,,,,108.0,Si,Error al procesar consumo,,,50912303244_100500,Si,,Piso en calle Arrecife,,0.0,2.0,,Si,,,,27.0,3000.0,,SIN ESPECIFICAR,Si,,3.0,,,,,,,297200.0,malaga_capital_zona_urbana,INMORINCÓN,,
,,,En buen estado,Si,No,2025-02-21 12:07:26,Si,Si,,https://www.pisos.com/alquilar/piso-centro_casco_antiguo-43365589507_514629/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-19,82.0,Si,,,82.0,,Error al procesar consumo,Si,,43365589507_514629,,78.0,Piso en Casco Antiguo,,2.0,1.0,,Si,Si,,,38.0,3150.0,,NORTE,Si,,2.0,,Si,Si,,Si,,,estepona,Inmobiliaria F & D,,
,Si,Si,,Si,,2025-02-21 12:07:27,,,,https://www.pisos.com/alquilar/apartamento-bel_air_cancelada_saladillo29680-42552129443_109300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,100.0,,,,100.0,Si,Error al procesar consumo,,,42552129443_109300,,,Apartamento en Bel-Air-Cancelada-Saladillo,,1.0,2.0,,,,Si,,15.0,1500.0,,OESTE,,,2.0,,Si,,,Si,,296800.0,estepona,MARBELLA UNIQUE PROPERTIES,,
,Si,Si,En buen estado,Si,,2025-02-21 12:07:31,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-centro_casco_antiguo-50895361984_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,420.0,,,Si,420.0,,Error al procesar consumo,Si,,50895361984_519306,,250.0,Chalet unifamiliar en Casco Antiguo,,,3.0,,,,Si,Si,4.0,1845.0,,SIN ESPECIFICAR,Si,,3.0,,,,,Si,,,estepona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:07:33,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-centro_casco_antiguo-50896067064_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,1000.0,,,Si,1000.0,Si,Error al procesar consumo,Si,,50896067064_519306,,960.0,Chalet unifamiliar en Casco Antiguo,,,3.0,,,,Si,Si,1.0,1790.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,1050.0,Si,,,estepona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:07:33,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-centro_casco_antiguo-50902073327_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,900.0,,,Si,900.0,,Error al procesar consumo,Si,,50902073327_519306,,820.0,Chalet unifamiliar en Casco Antiguo,,,3.0,,,,Si,Si,2.0,1820.0,,SIN ESPECIFICAR,Si,,3.0,,,,1000.0,Si,,,estepona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:07:39,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-el_paraiso_atalaya_benamara-50881805198_519306/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,930.0,,,,930.0,,Error al procesar consumo,Si,Si,50881805198_519306,,880.0,Chalet unifamiliar en El Paraíso-Atalaya-Benamara,,,4.0,,,,Si,,2.0,1920.0,,SIN ESPECIFICAR,Si,,4.0,,,,,Si,,,estepona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:07:49,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-parque_central-50932668315_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,900.0,,,Si,900.0,,Error al procesar consumo,Si,Si,50932668315_519306,,780.0,Chalet unifamiliar en Parque Central,,,5.0,,,,Si,Si,3.0,2950.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1200.0,Si,,,estepona,SPAIN REALTY ESTATE,,
,,Si,En buen estado,Si,,2025-02-21 12:07:49,Si,Si,,https://www.pisos.com/alquilar/atico-centro_puerto-50904080785_519306/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,250.0,Si,,,250.0,Si,Error al procesar consumo,Si,,50904080785_519306,Si,210.0,Ático en Puerto,,3.0,1.0,,Si,Si,Si,,5.0,1270.0,Si,SIN ESPECIFICAR,Si,,2.0,,,,,Si,,,estepona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:07:50,Si,,,https://www.pisos.com/alquilar/chalet_adosado-zona_calvario29680-50855275583_519306/,,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,350.0,,,,350.0,Si,Error al procesar consumo,,,50855275583_519306,,200.0,Chalet adosado en Zona Calvario,,,3.0,,,,Si,,4.0,1530.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,,Si,,296800.0,estepona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:07:56,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-benahavis_nucleo-50916909548_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,750.0,,,Si,750.0,,Error al procesar consumo,Si,,50916909548_519306,,720.0,Chalet unifamiliar en Núcleo,,,3.0,,,,Si,Si,3.0,2425.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1300.0,Si,,,estepona,SPAIN REALTY ESTATE,,
,,,En buen estado,,Si,2025-02-21 12:08:07,,,,https://www.pisos.com/alquilar/atico-casco_antiguo_san_gil41002-50915597862_529160/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-07,51.0,,,,51.0,,Error al procesar consumo,,,50915597862_529160,,33.0,Ático en calle Antonio Susillo,,3.0,1.0,,Si,,,,19.0,990.0,Si,NORTE,Si,,1.0,,,Si,,,Entre 30 y 50 años,410020.0,sevilla_capital,Puntualia Servicios,,
,,,En buen estado,,Si,2025-02-21 12:08:08,,,,https://www.pisos.com/alquilar/piso-triana_casco_antiguo41010-50839886428_529160/,,,Si,,Error al procesar emisiones,,,Si,2025-02-07,130.0,,,,130.0,,Error al procesar consumo,,,50839886428_529160,Si,120.0,Piso en calle Castilla,,0.0,2.0,,Si,,,,11.0,1430.0,,NORTE,Si,,3.0,,Si,Si,,,Entre 5 y 10 años,410100.0,sevilla_capital,Puntualia Servicios,,
,,,A estrenar,Si,,2025-02-21 12:08:44,,,,https://www.pisos.com/alquilar/piso-casco_antiguo_san_vicente41002-51682962351_501162/,,,Si,,Error al procesar emisiones,Si,,Si,2025-02-14,100.0,,,,100.0,Si,Error al procesar consumo,Si,,51682962351_501162,Si,80.0,Piso en San Vicente,,0.0,2.0,,Si,Si,,,20.0,2000.0,,SIN ESPECIFICAR,Si,,2.0,,,Si,,,Más de 50 años,410020.0,sevilla_capital,INMOBILIARIA JANER,,
,,,En buen estado,,Si,2025-02-21 12:09:16,,,,https://www.pisos.com/alquilar/apartamento-el_formigal-39231549805_526695/,,,Si,,Error al procesar emisiones,,Si,,2025-02-14,40.0,,,,40.0,Si,Error al procesar consumo,,,39231549805_526695,,40.0,"Apartamento en Avenida Pirineos, 1",,0.0,1.0,,Si,,,,5.0,230.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:09:17,,Si,,https://www.pisos.com/alquilar/apartamento-sallent_de_gallego_centro_urbano-39212946724_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,50.0,,,,50.0,,Error al procesar consumo,,,39212946724_526695,,50.0,"Apartamento en calle Espadilla, 20",,1.0,1.0,,,,,,4.0,202.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,huesca,CONALQUILER.COM,,
,Si,,En buen estado,,No,2025-02-21 12:09:17,,,,https://www.pisos.com/alquilar/apartamento-sallent_de_gallego_tramacastilla-39263190739_526695/,,,Si,,Error al procesar emisiones,,Si,,2025-02-14,60.0,,,,60.0,,Error al procesar consumo,,,39263190739_526695,,60.0,"Apartamento en calle Planas de Tena, nº 23",,0.0,1.0,,,,,,4.0,253.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,huesca,CONALQUILER.COM,,
,Si,,En buen estado,,,2025-02-21 12:09:17,Si,Si,,https://www.pisos.com/alquilar/apartamento-jaca_centro_urbano-5017173508_995451/,,,Si,,Error al procesar emisiones,,,Si,2024-05-23,70.0,,,,70.0,,Error al procesar consumo,,,5017173508_995451,Si,65.0,"Apartamento en Avenida de Oroel, 4",,4.0,1.0,Si,Si,Si,Si,,21.0,1500.0,,NORTE,Si,,2.0,,Si,Si,,Si,Entre 20 y 30 años,,huesca,APIGABASA,Si,
,,,En buen estado,,No,2025-02-21 12:09:17,,,,https://www.pisos.com/alquilar/apartamento-benasque_centro_urbano-39229952511_526695/,,,Si,,Error al procesar emisiones,,Si,,2025-02-14,45.0,,,,45.0,,Error al procesar consumo,,,39229952511_526695,Si,45.0,"Apartamento en Avenida Francia, 10",,1.0,1.0,,,,,,3.0,163.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:09:17,,,,https://www.pisos.com/alquilar/apartamento-escarrilla-39252670773_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,60.0,,,,60.0,,Error al procesar consumo,,,39252670773_526695,,60.0,"Apartamento en Barrio Llano, 15",,2.0,1.0,,,,,,3.0,202.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:09:18,,,,https://www.pisos.com/alquilar/apartamento-sandinies-49197906265_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,60.0,,,,60.0,,Error al procesar consumo,,,49197906265_526695,,60.0,Apartamento en calle Santa Cruz,,1.0,1.0,,Si,,,,3.0,225.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:09:18,,,,https://www.pisos.com/alquilar/apartamento-el_formigal-39242209437_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,40.0,Si,,,40.0,,Error al procesar consumo,,,39242209437_526695,,40.0,"Apartamento en calle San Sebastián, 2",,1.0,1.0,,,,,,6.0,242.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:09:18,,,,https://www.pisos.com/alquilar/duplex-sallent_de_gallego_tramacastilla-49231967197_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,70.0,Si,,,70.0,Si,Error al procesar consumo,,,49231967197_526695,,70.0,"Dúplex en calle Chamediana , nº 11",,2.0,2.0,,Si,,,,3.0,250.0,,SIN ESPECIFICAR,Si,,3.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:09:18,,,,https://www.pisos.com/alquilar/apartamento-el_formigal-49265289567_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,60.0,,,,60.0,,Error al procesar consumo,,,49265289567_526695,,60.0,"Apartamento en Avenida Huesca, 5",,4.0,1.0,,Si,,,,3.0,202.0,,SIN ESPECIFICAR,Si,,3.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:09:18,,,,https://www.pisos.com/alquilar/apartamento-anciles-49237117277_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,60.0,,,,60.0,,Error al procesar consumo,,,49237117277_526695,Si,60.0,Apartamento en Carretera Anciles,,1.0,2.0,,,,,,2.0,156.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:09:19,,Si,,https://www.pisos.com/alquilar/duplex-el_formigal-49226594891_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,55.0,,,,55.0,,Error al procesar consumo,,,49226594891_526695,,55.0,Dúplex en Avenida Pirineos,,1.0,1.0,,,,,,2.0,115.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,No,2025-02-21 12:09:19,,,,https://www.pisos.com/alquilar/apartamento-sallent_de_gallego_centro_urbano-39201315670_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,40.0,,,,40.0,,Error al procesar consumo,,,39201315670_526695,,40.0,"Apartamento en calle Espadilla, 5",,1.0,1.0,,,,,,4.0,167.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,,,huesca,CONALQUILER.COM,Si,
,,,En buen estado,,No,2025-02-21 12:09:19,,,,https://www.pisos.com/alquilar/apartamento-panticosa_centro_urbano-39183519696_526695/,,,Si,,Error al procesar emisiones,,,,2025-02-14,50.0,,,,50.0,,Error al procesar consumo,,,39183519696_526695,Si,50.0,"Apartamento en Camino Saras, 30",,3.0,1.0,,Si,,,,6.0,317.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,huesca,CONALQUILER.COM,,
,,,En buen estado,,,2025-02-21 12:09:41,,,,https://www.pisos.com/alquilar/piso-actur_rey_fernando50015-51687744221_529410/,,,,,Error al procesar emisiones,,,,2025-02-20,56.0,,,,56.0,,Error al procesar consumo,,,51687744221_529410,Si,56.0,Piso en Avenida San Juan de la Peña,,1.0,1.0,,,,,,23.0,1296.0,,SIN ESPECIFICAR,,Si,2.0,,,,,,,500150.0,zaragoza,APARTAMENTOS LOIRA,,
,,,En buen estado,,Si,2025-02-21 12:11:20,,Si,,https://www.pisos.com/alquilar/apartamento-santona_centro_urbano-35033799005_526695/,,,Si,,Error al procesar emisiones,,Si,,2025-02-14,65.0,,,,65.0,Si,Error al procesar consumo,,,35033799005_526695,Si,65.0,"Apartamento en calle Juan de la Cosa, 16",,1.0,2.0,,Si,,,,2.0,135.0,,SIN ESPECIFICAR,Si,,2.0,,,,,Si,,,laredo,CONALQUILER.COM,,
,Si,,Reformado,,,2025-02-21 12:14:55,,,,https://www.pisos.com/alquilar/casa_rustica-mojados_centro_urbano-945856907480607_109800/,Si,Rústica,Si,Si,Error al procesar emisiones,,,Si,2024-08-26,75.0,,,Si,75.0,,Error al procesar consumo,,,945856907480607_109800,,55.0,"Casa rústica en calle de los Almacenes, 12",,,1.0,,,,,Si,10.0,790.0,,SIN ESPECIFICAR,Si,,2.0,,Si,Si,90.0,Si,Entre 30 y 50 años,,valladolid,Agencia no disponible,,
Si,Si,,Reformado,,,2025-02-21 12:14:57,,,,https://www.pisos.com/alquilar/casa_rustica-mojados_centro_urbano-945856907256918_109800/,Si,Rústica,Si,Si,Error al procesar emisiones,,,Si,2024-08-26,85.0,,,Si,85.0,,Error al procesar consumo,,,945856907256918_109800,,65.0,"Casa rústica en calle de Cárcava, 27",,,1.0,,,,,Si,9.0,790.0,Si,SUROESTE,Si,,2.0,,Si,Si,98.0,,Entre 30 y 50 años,,valladolid,Agencia no disponible,,
,,,En buen estado,,No,2025-02-21 12:18:45,,,,https://www.pisos.com/alquilar/piso-verdun-50872004122_529351/,,,Si,,"E, E",Si,,,2025-02-19,63.0,Si,,,63.0,,"E, E",Si,,50872004122_529351,,54.0,"Piso en Carrer de Teresa de Cofrents, 19",,1.0,1.0,Si,Si,Si,,,15.0,990.0,Si,SIN ESPECIFICAR,,,3.0,,Si,Si,,Si,Más de 50 años,,barcelona_capital,VICTORIA DIEGO AGENTE INMOBILARIO,,
,Si,Si,En buen estado,Si,,2025-02-21 12:21:27,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-sitges_centre-50842388096_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,1000.0,,,Si,1000.0,Si,Error al procesar consumo,Si,,50842388096_519306,,980.0,Chalet unifamiliar en Centre,,,2.0,,,,Si,Si,1.0,1920.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1060.0,Si,Entre 5 y 10 años,,sitges,SPAIN REALTY ESTATE,,
Si,,,En buen estado,,,2025-02-21 12:21:34,,,,https://www.pisos.com/alquilar/apartamento-begur_centro_urbano-611958171_345700/,,,Si,Si,Error al procesar emisiones,,,Si,2025-02-21,50.0,Si,,,50.0,,Error al procesar consumo,,,611958171_345700,,50.0,Apartamento en Plaça de sa Riera,,1.0,1.0,,,,,,9.0,450.0,,SIN ESPECIFICAR,Si,,1.0,,,,,Si,,,girona,IMMOBILIARIA ALOISI,,
,,,En buen estado,,Si,2025-02-21 12:21:35,,,,https://www.pisos.com/alquilar/apartamento-centre_platja_gran-18802334_448000/,,,Si,,Error al procesar emisiones,,,,2025-02-18,60.0,Si,,,60.0,,Error al procesar consumo,,,18802334_448000,Si,60.0,"Apartamento en Avinguda de la Costa Brava, nº 34",,4.0,1.0,,Si,,,,19.0,1197.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,Entre 20 y 30 años,,girona,actual servicios inmobiliarios,,
,,,En buen estado,,Si,2025-02-21 12:21:37,,,,https://www.pisos.com/alquilar/apartamento-fenals-1009499722_448000/,,,Si,,Error al procesar emisiones,,Si,,2025-02-18,80.0,,,,80.0,Si,Error al procesar consumo,,,1009499722_448000,Si,80.0,"Apartamento en calle Nostra Senyora del Carme, nº 1",,3.0,2.0,,,,,,23.0,1860.0,,SIN ESPECIFICAR,Si,,3.0,,,,,Si,Entre 5 y 10 años,,girona,actual servicios inmobiliarios,,
,,,Reformado,,Si,2025-02-21 12:21:37,,,,https://www.pisos.com/alquilar/apartamento-centre_platja_gran-10498968_448000/,,,Si,,Error al procesar emisiones,,Si,,2025-02-18,60.0,,,,60.0,Si,Error al procesar consumo,,,10498968_448000,Si,60.0,"Apartamento en Avinguda de la Costa Brava, nº 34",,14.0,2.0,,Si,,,,24.0,1497.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,Entre 30 y 50 años,,girona,actual servicios inmobiliarios,,
,,,En buen estado,,Si,2025-02-21 12:21:38,,,,https://www.pisos.com/alquilar/apartamento-port_aro-19198816219_448000/,,,Si,,Error al procesar emisiones,Si,Si,,2025-02-18,55.0,,,,55.0,,Error al procesar consumo,,,19198816219_448000,Si,50.0,"Apartamento en Carrer del Nàutic, 4",,1.0,1.0,,Si,,,,20.0,1147.0,,SIN ESPECIFICAR,Si,,2.0,Si,,,,Si,,,girona,actual servicios inmobiliarios,,
