nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie solar,Baños,Antigüedad,Referencia,Superficie útil,Habitaciones,Planta,Armarios empotrados,Tipo suelo,Aire acondicionado,Calefacción,Comedor,Ascensor,Terraza,Agua,Puerta blindada,Jardín,Cocina equipada,Lavadero,Orientación,Exterior,Conservación,Gastos de comunidad,Carpintería interior,Carpintería exterior,Portero automático,Adaptado a personas con movilidad reducida,Balcón,Soleado,Se aceptan mascotas,Amueblado,Tipo de casa,Garaje,Sistema de seguridad,Piscina,Chimenea,Vidrios dobles,Gas,Trastero,Teléfono,Interior,Urbanizado,Calle alumbrada,Calle asfaltada
Piso en Carrer de Cervantes,FABRA CONSULTORS,3.370 €/m²,364.000 €,108 m²,https://www.pisos.com/comprar/piso-badalona_port08912-50861198798_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),108 m²,,2,Entre 10 y 20 años,SA4270-2025-0001/9908,100 m²,3,Bajo,,,N/A,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,Comunitaria,,,,,,,,,
Piso en Avinguda del Maresme,Aliseda Inmobiliaria,1.095 €/m²,69.000 €,63 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-41683456167_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,1,,AN1-ANT00030678476,,3,,,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer de Pau Piferrer,Aliseda Inmobiliaria,1.397 €/m²,142.500 €,102 m²,https://www.pisos.com/comprar/casa_adosada-la_salut_lloreda_sistrells08914-41750796415_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),102 m²,,2,,AN1-ANT00030656735,,4,,,,,N/A,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,
Piso en Gorg-Progrés-Pep Ventura,Access Home Real Estate,4.368 €/m²,450.000 €,103 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-45016046908_108900/,Anuncio actualizado el 12/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),103 m²,,2,,XA643-3331,,2,1ª,,,,,,N/A,N/A,N/A,,,N/A,,Oeste,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Guifré,FABRA CONSULTORS,2.285 €/m²,288.000 €,126 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08918-50850180066_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),126 m²,,2,Entre 20 y 30 años,SA4270-2024-0083/9908,116 m²,4,1ª,,,N/A,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Calderón de la Barca,FINQUES ENRIC,2.128 €/m²,149.000 €,70 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-51705522884_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),70 m²,,1,Entre 30 y 50 años,SA5788-6145,64 m²,3,2ª,,,,,,,,,,,,,Norte,N/A,En buen estado,,,,,,N/A,,,,,,,,,,,,,,,,
"Piso en Llefia, Badalona",LA CASA AGENCY ECV,2.208 €/m²,159.000 €,72 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-51753088759_103700/,Anuncio actualizado el 17/02/2025,"F, F","F, F",badalona (BCN),72 m²,,1,Más de 50 años,BLU3-LCB34092,,3,,,,,N/A,,,,,,,,,,N/A,En buen estado,,,,,,N/A,,N/A,,,,,,,,,,,,,,
Dúplex en La Salut-Lloreda-Sistrells,MONAPART,3.250 €/m²,390.000 €,120 m²,https://www.pisos.com/comprar/duplex-la_salut_lloreda_sistrells08914-5083255445_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),120 m²,,2,,IF76872-MC0012-4414,,3,4ª,,Gres,,,,,N/A,,,,,,,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer d'Ausiàs March,Aliseda Inmobiliaria,2.500 €/m²,162.500 €,65 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-50835806976_105900/,Anuncio actualizado el 29/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,2,,AN1-ANT00030658741,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en San Roque,URBENIA,1.680 €/m²,121.000 €,72 m²,https://www.pisos.com/comprar/piso-sant_roc-51694589798_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),72 m²,,1,,EP1014-98236,62 m²,3,3ª,,,,,,N/A,,N/A,,,N/A,,,N/A,En buen estado,Entre 20 y 40 €,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Liszt,Aliseda Inmobiliaria,1.053 €/m²,66.400 €,63 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-35897958606_107000/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,1,,AS1-52715439,,3,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Nàpols,Aliseda Inmobiliaria,1.296 €/m²,75.200 €,58 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41761521162_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),58 m²,,1,,AN1-ANT00030678398,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,3.214 €/m²,749.000 €,233 m²,https://www.pisos.com/comprar/apartamento-badalona_centre08911-44176583874_101800/,Anuncio actualizado el 21/05/2024,"D, D","D, D",badalona (BCN),233 m²,,4,Más de 50 años,IF76306-I-00XK5N-W-02QR9P,,5,1ª,1,,,Central,,N/A,N/A,,,,N/A,,,,,,,,,,,,,N/A,,1,,,,,,N/A,,,,,
Piso en Carrer de Chopin,Inmobiliaria Alfa Nova Badalona,1.854 €/m²,178.000 €,96 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50846766880_101000/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),96 m²,,1,,AF199-2232/167,,3,,,,Frío,,,,,,N/A,,,,Norte,N/A,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Gorg-Progrés-Pep Ventura,Engel & Völkers MMC Barcelona,4.897 €/m²,715.000 €,146 m²,https://www.pisos.com/comprar/apartamento-gorg_progres_pep_ventura08912-50905295982_101800/,Anuncio actualizado el 20/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),146 m²,,2,Entre 5 y 10 años,IF76306-I-00YYO4-W-02Y4Y9,,4,2ª,1,,,Central,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,Propia,,,,,,,,,
Piso en Carrer de Pedro Antonio de Alarcón,FABRA CONSULTORS,2.679 €/m²,209.000 €,78 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-51674082478_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),78 m²,,1,Más de 50 años,SA4270-2025-00010/9908,,3,2ª,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Apartamento en Gorg-Progrés-Pep Ventura,Engel & Völkers MMC Barcelona,2.758 €/m²,320.000 €,116 m²,https://www.pisos.com/comprar/apartamento-gorg_progres_pep_ventura08918-41682994529_101800/,Anuncio actualizado el 08/02/2025,"B, A","B, A",badalona (BCN),116 m²,,2,Menos de 5 años,IF76306-I-00XXEW-W-02UKAI,,4,3ª,1,,,Central,,N/A,,,,,N/A,,,,,,,,,,,,,,,1,,Propia,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,GERMA JULI,2.897 €/m²,255.000 €,88 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-48359793444_994242/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),88 m²,,2,Entre 10 y 20 años,994242-1028,88 m²,3,3ª,,Parquet,,Gas natural,N/A,N/A,,,,,N/A,,Al mar,,En buen estado,,,Aluminio,,,N/A,,,,,,,,,N/A,,,,,,,
Ático en Bonavista-Bufalà,Engel & Völkers MMC Barcelona,3.021 €/m²,420.000 €,139 m²,https://www.pisos.com/comprar/atico-bonavista_bufala08915-50916920885_101800/,Anuncio actualizado el 27/01/2025,"E, E","E, E",badalona (BCN),139 m²,,2,Entre 20 y 30 años,IF76306-I-00YZE3-W-02Y2EJ,,4,3ª,1,,,Central,,N/A,N/A,,,,N/A,,,,,,,,,,,,,,,1,,,,,,,,,,,
Piso en Carrer de Güell i Ferrer,Loft Serveis Immobiliaris,1.422 €/m²,320.000 €,225 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-47585677935_501141/,Anuncio actualizado el 19/02/2025,"G, G","G, G",badalona (BCN),225 m²,,2,,501141-03-R-6128,215 m²,3,Bajo,,Parquet,Frío y calor,,N/A,,,,,,Americana,,,,Reformado,,,,,,,,N/A,,,,,,,,,,,,,,
Piso en Carrer de Pere Martell,VICTORIA DIEGO AGENTE INMOBILARIO,2.656 €/m²,170.000 €,64 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-51685143320_529351/,Anuncio actualizado el 18/02/2025,"E, E","E, E",badalona (BCN),64 m²,,1,Más de 50 años,529351-000020,62 m²,3,4ª,,Terrazo,,,Exterior con balcón,N/A,,,N/A,,Con lavadero amplio a reformar,,Noreste,Completamente exterior,A reformar,Mensual,Pintada,Aluminio,Video portero,,N/A,N/A,N/A,,,,,,,,,,,,,,
Ático en Morera-Pomar,Engel & Völkers MMC Barcelona,3.138 €/m²,590.000 €,188 m²,https://www.pisos.com/comprar/atico-morera_pomar08915-41686350218_101800/,Anuncio actualizado el 03/10/2024,"E, E","E, E",badalona (BCN),188 m²,,2,Entre 30 y 50 años,IF76306-I-00Y04A-W-02UPX3,,3,5ª,1,,,Central,,N/A,N/A,,,,N/A,,,,,,,,,,,,,N/A,,1,,,,,,,,,,,
Piso en Llefià-Artigues,URBENIA,1.845 €/m²,131.000 €,71 m²,https://www.pisos.com/comprar/piso-llefia_artigues08918-47516856682_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),71 m²,,1,,EP1014-94417,61 m²,3,,,,,,,,,,,,N/A,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Calderón de la Barca,Aliseda Inmobiliaria,1.378 €/m²,102.000 €,74 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41735761190_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),74 m²,,1,,AN1-ANT00030662865,,3,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sírius,Aliseda Inmobiliaria,2.143 €/m²,141.500 €,66 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-41670204160_105900/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),66 m²,,1,,AN1-ANT00030678852,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Pau Piferrer,Aliseda Inmobiliaria,1.265 €/m²,105.000 €,83 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41716158571_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),83 m²,,1,,AN1-ANT00030678785,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer de Rubió i Ors,FINQUES ENRIC,4.555 €/m²,410.000 €,90 m²,https://www.pisos.com/comprar/chalet-bonavista_bufala08915-50886941280_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),90 m²,150 m²,2,Más de 50 años,SA5788-6062,80 m²,3,,,,N/A,Central,,,N/A,,,N/A,,,Norte,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de la Mar Jònica,Engel & Völkers MMC Barcelona,5.470 €/m²,640.000 €,117 m²,https://www.pisos.com/comprar/atico-badalona_port08918-49182221840_101800/,Anuncio actualizado el 09/01/2025,"E, E","E, E",badalona (BCN),117 m²,,3,Entre 20 y 30 años,IF76306-I-00YUZK-W-02XZ6S,,4,,1,,,Central,,N/A,N/A,,,,N/A,,,,,,,,,,,,,,,1,,,,,,N/A,,,,,
"Piso en Carrer de l'Escorial, 17",ALTAMIRA,1.632 €/m²,80.000 €,49 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-35053313317_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),49 m²,,1,,AM9-2302##33000380,40 m²,3,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Calderón de la Barca,Aliseda Inmobiliaria,1.584 €/m²,112.500 €,71 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41753083859_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),71 m²,,1,,AN1-ANT00030678500,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Mina,ENTREPISOS,1.985 €/m²,139.000 €,70 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-43364304625_998927/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),70 m²,,1,,4998927-Ref 702,68 m²,3,2ª,,Gres,,,,N/A,,,,,,,Noroeste,,En buen estado,,,Aluminio,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Sagrada Família,Aliseda Inmobiliaria,1.579 €/m²,99.500 €,63 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-41698658940_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,1,,AN1-ANT00030678893,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda d'Alfons XIII,Flamat Sant Andreu,3.600 €/m²,270.000 €,75 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08918-49262944864_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),75 m²,,1,Más de 50 años,SA5615-EN-BCN ALFONS XII,60 m²,3,4ª,,,,,,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Port,Engel & Völkers MMC Barcelona,4.210 €/m²,560.000 €,133 m²,https://www.pisos.com/comprar/apartamento-badalona_port08918-47561138113_101800/,Anuncio actualizado el 14/02/2025,"E, D","E, D",badalona (BCN),133 m²,,2,Entre 20 y 30 años,IF76306-I-00YLOL-W-02WXTX,,3,2ª,1,,,Central,,N/A,N/A,,,,,,,,,,,,,,,,,,,1,,Propia,,,,,,,,,
Casa pareada en Carrer de Velázquez,FABRA CONSULTORS,3.694 €/m²,495.000 €,134 m²,https://www.pisos.com/comprar/casa_pareada-casagemes_canyado08911-40862201763_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),134 m²,,2,Entre 20 y 30 años,SA4270-2024-0007/9908,134 m²,4,,,,,,,,N/A,,,,,,,,,,,,,,,,,,Pareada,1,,,,,,,,,,,
Piso en Avinguda de Catalunya,Inmobiliaria Alfa Nova Badalona,2.881 €/m²,244.900 €,85 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-50045500985_101000/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),85 m²,,1,,AF199-2232/163,,3,,,,,,,N/A,,,N/A,,,,Norte,N/A,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,5.109 €/m²,562.000 €,110 m²,https://www.pisos.com/comprar/apartamento-badalona_centre08912-28384587434_101800/,Anuncio actualizado el 21/05/2024,"A, A","A, A",badalona (BCN),110 m²,,2,Menos de 5 años,IF76306-I-00WAF7-W-02QMRD,,3,3ª,1,,,Central,,N/A,N/A,,,,N/A,,Este,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Gorg-Progrés-Pep Ventura,Engel & Völkers MMC Barcelona,6.415 €/m²,680.000 €,106 m²,https://www.pisos.com/comprar/apartamento-gorg_progres_pep_ventura08912-50907401838_101800/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),106 m²,,2,Entre 5 y 10 años,IF76306-I-00YXRJ-W-02XAMJ,,3,1ª,1,,,Central,,N/A,N/A,,,,,,,,,,,,,,,,,,,1,,Propia,,,,N/A,,,,,
Ático en calle *,URBENIA,5.954 €/m²,655.000 €,110 m²,https://www.pisos.com/comprar/atico-gorg_progres_pep_ventura08912-5064569066_109700/,Anuncio actualizado el 19/12/2024,"A, A","A, A",badalona (BCN),110 m²,,2,,EP1014-21650226,,4,6ª,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Carrer del Pintor Sorolla,Desarrollo Sant Sebastia Sl,2.966 €/m²,175.000 €,59 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-50886781978_100200/,Anuncio actualizado el 13/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),59 m²,,1,Más de 50 años,TC1149-598012,,3,1ª,,Gres,N/A,Central,,,N/A,,,,N/A,,,,En buen estado,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Grup de la Verge de la Salut,Aliseda Inmobiliaria,1.450 €/m²,103.000 €,71 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41682509551_105900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),71 m²,,1,,AN1-ANT00030678896,,3,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Marquès de Mont-Roig,Aliseda Inmobiliaria,1.405 €/m²,104.000 €,74 m²,https://www.pisos.com/comprar/piso-sant_roc-41721696150_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),74 m²,,1,,AN1-ANT00030689257,,3,,,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Calderón de la Barca, 85",ALTAMIRA,1.104 €/m²,138.000 €,125 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-35846044225_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),125 m²,,2,,AM9-9161##9161_0308_PE0001,97 m²,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,GERMA JULI,2.450 €/m²,245.000 €,100 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-45872569137_994242/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),100 m²,,2,Entre 10 y 20 años,994242-0842.V,100 m²,1,Bajo,,Parquet,,,N/A,,,,,,N/A,,,N/A,En buen estado,,,Aluminio,,,,,,,,,,,,N/A,,,,,,,
Casa en Montigalà-Sant Crist,Engel & Völkers MMC Barcelona,2.950 €/m²,720.000 €,244 m²,https://www.pisos.com/comprar/casa-montigala_sant_crist08917-43377322750_101800/,Anuncio actualizado el 06/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),244 m²,95 m²,3,Entre 30 y 50 años,IF76306-I-00Y49Z-W-02V9PC,,4,,1,,,Central,,,,,,Privado,N/A,,,,,,,,,,,,,N/A,,1,,,,,,N/A,,,,,
Piso en Avinguda del Marquès de Mont-Roig,Aliseda Inmobiliaria,1.687 €/m²,108.000 €,64 m²,https://www.pisos.com/comprar/piso-sant_roc-45088938520_105900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),64 m²,,1,,AN1-ANT00038779918,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Casagemes-Canyadó,GERMA JULI,2.716 €/m²,690.000 €,254 m²,https://www.pisos.com/comprar/casa_pareada-casagemes_canyado-29260880803_994242/,Anuncio actualizado el 25/08/2024,"E, E","E, E",badalona (BCN),254 m²,,3,Entre 10 y 20 años,994242-0854,160 m²,5,,1,Parquet,Frío,Gas natural,Con salida al patio,,Solarium de 35m²,,,Privado,Con espacio para mesa de 4 comensales,,,,En buen estado,,,Aluminio,,,,,,,Pareada,2,,,,,,,,,,,
Piso en Carrer de Simancas,Aliseda Inmobiliaria,1.468 €/m²,94.000 €,64 m²,https://www.pisos.com/comprar/piso-llefia_artigues08918-41704016980_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),64 m²,,1,,AN1-ANT00030678912,,3,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Sant Antoni Abat,Loft Serveis Immobiliaris,1.073 €/m²,335.000 €,312 m²,https://www.pisos.com/comprar/casa-llefia_artigues-38422130065_501141/,Anuncio actualizado el 19/02/2025,"G, G","G, G",badalona (BCN),312 m²,,2,,501141-03-R-5975,300 m²,4,,,Gres,,Gas natural,N/A,,N/A,,N/A,,Grande reformada,N/A,,,En buen estado,,Roble,Aluminio,,,,,N/A,,,1,,,,,N/A,,,,N/A,N/A,N/A
Piso en Avinguda del Marquès de Mont-Roig,Inmobiliaria Alfa Nova Badalona,555 €/m²,45.000 €,81 m²,https://www.pisos.com/comprar/piso-sant_roc-51743195159_101000/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),81 m²,,1,,AF199-2232/171,,3,,,,,,,N/A,,,,,,,Este,N/A,,,,,,,,,,,,,,,,,,,,N/A,,,
Piso en Carrer de Mozart,Aliseda Inmobiliaria,1.528 €/m²,53.500 €,35 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-42537838646_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),35 m²,,1,,AN1-ANT00030678542,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Montigalà-Sant Crist,Engel & Völkers MMC Barcelona,2.704 €/m²,660.000 €,244 m²,https://www.pisos.com/comprar/casa-montigala_sant_crist08917-50888200206_101800/,Anuncio actualizado el 02/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),244 m²,98 m²,3,Entre 30 y 50 años,IF76306-I-00YXC8-W-02XX48,,4,,1,,,Central,,,,,,Privado,N/A,,,,,,,,,,,,,,,1,,,,,,N/A,,,,,
Piso en calle *,URBENIA,5.344 €/m²,465.000 €,87 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-5096537358_109700/,Anuncio actualizado el 19/12/2024,"A, A","A, A",badalona (BCN),87 m²,,2,,EP1014-21650239,,3,4ª,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Carrer de Simancas,Aliseda Inmobiliaria,2.517 €/m²,141.000 €,56 m²,https://www.pisos.com/comprar/piso-llefia_artigues08918-41736544052_105900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),56 m²,,1,,AN1-ANT00030678543,,2,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Carrer de les Escales,Inmobiliaria Alfa Nova Badalona,3.800 €/m²,247.000 €,65 m²,https://www.pisos.com/comprar/casa_unifamiliar-bonavista_bufala08916-48349283644_101000/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,2,,AF199-2232/157,,2,,,,Frío,,,,5,,N/A,,,,Sur,,,,,,,,,,,,Unifamiliar,,,,,,,,,,,,
Piso en Gorg,URBENIA,4.776 €/m²,320.000 €,67 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-50012883319_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),67 m²,,1,,EP1014-97719,57 m²,2,1ª,,,,,,N/A,N/A,,,,N/A,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Independència,ENTREPISOS,2.985 €/m²,209.000 €,70 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-50016594045_998927/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),70 m²,,1,,4998927-Ref. 237,70 m²,3,3ª,,Gres,Frío y calor,,,,,,,,,N/A,Sur,N/A,En buen estado,,,Aluminio,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del President Companys,FABRA CONSULTORS,3.971 €/m²,278.000 €,70 m²,https://www.pisos.com/comprar/piso-morera_pomar08915-48339028336_100500/,Anuncio actualizado el 20/02/2025,"F, E","F, E",badalona (BCN),70 m²,,1,Más de 50 años,SA4270-2024-0067/9908,,3,2ª,,,N/A,,,N/A,,,,,,,,,,Entre 60 y 80 €,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Pep Ventura,PROMOCAT BDN IMMOBILIÀRIA SL,4.353 €/m²,283.000 €,65 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura-48417905069_421900/,Anuncio actualizado el 18/02/2025,"C, B","C, B",badalona (BCN),65 m²,,2,Entre 10 y 20 años,4219-003221,65 m²,2,Bajo,1,Gres,Frío y calor,N/A,De 16 m ² exterior a terraza,N/A,Terraza de 20 m ²,,N/A,,Reformada,,,N/A,Reformado,Trimestral,Puertas de haya,Aluminio,N/A,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer d'Enric Borràs,FINQUES ENRIC,3.633 €/m²,585.000 €,161 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-50891949314_100500/,Anuncio actualizado el 04/02/2025,"C, C","C, C",badalona (BCN),161 m²,,2,Entre 30 y 50 años,SA5788-6128,148 m²,4,1ª,1,,N/A,,,N/A,,,,,,,Este,N/A,En buen estado,Entre 80 y 100 €,,,,,N/A,,,,,1,,,,,,,,,,,
Piso en Carrer d'Ignasi Iglesias,FABRA CONSULTORS,3.785 €/m²,405.000 €,107 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-48381221831_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),107 m²,,2,Entre 30 y 50 años,SA4270-2024-0068/9908,,4,1ª,1,,N/A,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,N/A,,,,,
Piso en Barcelonés,IAD ESPAÑA,2.500 €/m²,150.000 €,60 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-51685413070_108700/,Anuncio actualizado el 12/02/2025,"F, E","F, E",badalona (BCN),60 m²,,1,Más de 50 años,UVC882-31684,60 m²,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
